ds,y
2013-11-12,852.0174065
2013-11-13,852.0174065
2013-11-14,852.0174065
2013-11-15,852.0174065
2013-11-18,852.0174065
2013-11-19,852.0174065
2013-11-20,852.0174065
2013-11-21,852.0174065
2013-11-22,852.0174065
2013-11-25,852.0174065
2013-11-26,852.0174065
2013-11-27,852.0174065
2013-11-28,852.0174065
2013-11-29,852.0174065
2013-12-02,852.0174065
2013-12-03,852.0174065
2013-12-04,852.0174065
2013-12-05,852.0174065
2013-12-06,852.0174065
2013-12-09,852.0174065
2013-12-10,852.0174065
2013-12-11,852.0174065
2013-12-12,852.0174065
2013-12-13,852.0174065
2013-12-16,852.0174065
2013-12-17,917.557207
2013-12-18,917.557207
2013-12-19,917.557207
2013-12-20,917.557207
2013-12-23,852.0174065
2013-12-24,852.0174065
2013-12-26,852.0174065
2013-12-27,852.0174065
2013-12-30,852.0174065
2013-12-31,852.0174065
2014-01-02,796.27795
2014-01-03,796.27795
2014-01-07,796.27795
2014-01-08,796.27795
2014-01-09,796.27795
2014-01-10,796.27795
2014-01-13,857.5301
2014-01-14,857.5301
2014-01-15,857.5301
2014-01-16,857.5301
2014-01-17,857.5301
2014-01-20,857.5301
2014-01-21,857.5301
2014-01-22,857.5301
2014-01-23,857.5301
2014-01-24,857.5301
2014-01-27,857.5301
2014-01-29,673.77365
2014-01-30,673.77365
2014-01-31,673.77365
2014-02-03,673.77365
2014-02-04,673.77365
2014-02-05,673.77365
2014-02-06,673.77365
2014-02-07,673.77365
2014-02-10,673.77365
2014-02-11,673.77365
2014-02-12,673.77365
2014-02-13,673.77365
2014-02-14,673.77365
2014-02-17,673.77365
2014-02-18,673.77365
2014-02-19,673.77365
2014-02-20,673.77365
2014-02-21,673.77365
2014-02-24,673.77365
2014-02-25,673.77365
2014-02-26,673.77365
2014-02-27,673.77365
2014-02-28,673.77365
2014-03-03,673.77365
2014-03-04,673.77365
2014-03-05,673.77365
2014-03-06,673.77365
2014-03-07,673.77365
2014-03-10,673.77365
2014-03-11,673.77365
2014-03-12,673.77365
2014-03-13,673.77365
2014-03-14,673.77365
2014-03-17,673.77365
2014-03-18,673.77365
2014-03-19,673.77365
2014-03-20,673.77365
2014-03-21,673.77365
2014-03-25,673.77365
2014-03-26,673.77365
2014-03-27,673.77365
2014-03-28,673.77365
2014-03-31,673.77365
2014-04-01,673.77365
2014-04-02,673.77365
2014-04-03,673.77365
2014-04-04,673.77365
2014-04-07,673.77365
2014-04-08,673.77365
2014-04-09,673.77365
2014-04-10,673.77365
2014-04-11,673.77365
2014-04-14,673.77365
2014-04-15,673.77365
2014-04-16,673.77365
2014-04-21,673.77365
2014-04-22,673.77365
2014-04-23,673.77365
2014-04-24,673.77365
2014-04-25,673.77365
2014-04-28,673.77365
2014-04-29,673.77365
2014-04-30,673.77365
2014-05-02,673.77365
2014-05-05,673.77365
2014-05-06,673.77365
2014-05-07,673.77365
2014-05-08,673.77365
2014-05-09,673.77365
2014-05-12,673.77365
2014-05-13,673.77365
2014-05-14,673.77365
2014-05-15,673.77365
2014-05-16,673.77365
2014-05-19,673.77365
2014-05-20,673.77365
2014-05-21,673.77365
2014-05-22,673.77365
2014-05-23,673.77365
2014-05-26,673.77365
2014-05-27,673.77365
2014-05-28,673.77365
2014-05-29,673.77365
2014-05-30,673.77365
2014-06-03,673.77365
2014-06-04,673.77365
2014-06-05,673.77365
2014-06-06,673.77365
2014-06-09,673.77365
2014-06-10,673.77365
2014-06-11,673.77365
